"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6929","adminCanCreateUserWithValidCredentials() repetition 5 of 10","","Wed Jan 28 01:57:53 UTC 2026","passed","Wed Jan 28 01:58:00 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","131","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [4] TestUser5#, TestUser5!, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed Jan 28 01:56:40 UTC 2026","passed","Wed Jan 28 01:56:41 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","7015","adminCanCreateUserWithValidCredentials() repetition 7 of 10","","Wed Jan 28 01:58:07 UTC 2026","passed","Wed Jan 28 01:58:14 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","1193","userCanTransferMoney(Float, Float, Float, Float) [3] 9999.0, 5000.0, 10000.0, 9999.0","","Wed Jan 28 01:56:44 UTC 2026","passed","Wed Jan 28 01:56:45 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","114","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [11] TestUser12, With spaces1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:56:41 UTC 2026","passed","Wed Jan 28 01:56:41 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","545","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank","","Wed Jan 28 01:56:40 UTC 2026","passed","Wed Jan 28 01:56:40 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","112","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [9] TestUser10, NOLOWERCASE1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:56:41 UTC 2026","passed","Wed Jan 28 01:56:41 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","4897","userCanCreateAccount()","","Wed Jan 28 01:57:16 UTC 2026","passed","Wed Jan 28 01:57:21 UTC 2026","","ui.CreateAccountUiTest","ui.CreateAccountUiTest","userCanCreateAccount"
"","2231","userCannotTransferMoney(Float, Float, Float, String) [4] 10001.0, 5000.0, 11000.0, Transfer amount cannot exceed 10000","","Wed Jan 28 01:56:52 UTC 2026","passed","Wed Jan 28 01:56:54 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","434","userCanChangeTheirNameUsingValidName(String) [2] NEW NAME","","Wed Jan 28 01:56:57 UTC 2026","passed","Wed Jan 28 01:56:57 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","183","adminCanCreateUserWithValidCredentials()","","Wed Jan 28 01:56:42 UTC 2026","passed","Wed Jan 28 01:56:42 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCanCreateUserWithValidCredentials"
"","3794","adminCanLoginWithValidCredentials()","","Wed Jan 28 01:58:35 UTC 2026","passed","Wed Jan 28 01:58:39 UTC 2026","","ui.LoginUserUiTest","ui.LoginUserUiTest","adminCanLoginWithValidCredentials"
"","7016","adminCanCreateUserWithValidCredentials() repetition 8 of 10","","Wed Jan 28 01:58:14 UTC 2026","passed","Wed Jan 28 01:58:21 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","116","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [7] TestUser8, NoSpecial1, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:56:41 UTC 2026","passed","Wed Jan 28 01:56:41 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","122","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [5] TestUser6, TestUser16, SUPERADMIN, role, Role must be either 'ADMIN' or 'USER'","","Wed Jan 28 01:56:41 UTC 2026","passed","Wed Jan 28 01:56:41 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6881","adminCanCreateUserWithValidCredentials() repetition 2 of 10","","Wed Jan 28 01:57:32 UTC 2026","passed","Wed Jan 28 01:57:39 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","6883","adminCanCreateUserWithValidCredentials() repetition 4 of 10","","Wed Jan 28 01:57:46 UTC 2026","passed","Wed Jan 28 01:57:53 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","506","userCanDepositMoney(Float) [2] 4999.0","","Wed Jan 28 01:57:01 UTC 2026","passed","Wed Jan 28 01:57:02 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","257","userCanLoginWithValidCredentialsAndGetAuthToken()","","Wed Jan 28 01:56:59 UTC 2026","passed","Wed Jan 28 01:56:59 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","userCanLoginWithValidCredentialsAndGetAuthToken"
"","1175","userCanTransferMoney(Float, Float, Float, Float) [1] 10.0, 50.0, 50.0, 10.0","","Wed Jan 28 01:56:42 UTC 2026","passed","Wed Jan 28 01:56:43 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","1338","userCanTransferMoney(Float, Float, Float, Float) [2] 10000.0, 5000.0, 15000.0, 10000.0","","Wed Jan 28 01:56:43 UTC 2026","passed","Wed Jan 28 01:56:44 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","6897","adminCanCreateUserWithValidCredentials() repetition 3 of 10","","Wed Jan 28 01:57:39 UTC 2026","passed","Wed Jan 28 01:57:46 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","333","adminCannotCreateUserWhoIsAlreadyExist()","","Wed Jan 28 01:56:39 UTC 2026","passed","Wed Jan 28 01:56:40 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWhoIsAlreadyExist"
