"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6781","adminCanCreateUserWithValidCredentials() repetition 3 of 10","","Fri Jan 30 15:52:34 UTC 2026","passed","Fri Jan 30 15:52:40 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","519","userCannotDepositMoney(Float, String) [3] 5000.01, Deposit amount cannot exceed 5000","","Fri Jan 30 15:51:55 UTC 2026","passed","Fri Jan 30 15:51:56 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","7702","userCannotChangeTheirNameUsingInvalidName()","","Fri Jan 30 15:53:50 UTC 2026","passed","Fri Jan 30 15:53:58 UTC 2026","","ui.UpdateCustomerNameUiTest","ui.UpdateCustomerNameUiTest","userCannotChangeTheirNameUsingInvalidName"
"","3405","userCanCreateAccount()","","Fri Jan 30 15:51:31 UTC 2026","passed","Fri Jan 30 15:51:35 UTC 2026","","api.CreateAccountApiTest","api.CreateAccountApiTest","userCanCreateAccount"
"","320","adminCannotCreateUserWhoIsAlreadyExist()","","Fri Jan 30 15:51:35 UTC 2026","passed","Fri Jan 30 15:51:35 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWhoIsAlreadyExist"
"","254","userCanLoginWithValidCredentialsAndGetAuthToken()","","Fri Jan 30 15:51:54 UTC 2026","passed","Fri Jan 30 15:51:54 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","userCanLoginWithValidCredentialsAndGetAuthToken"
"","414","userCanChangeTheirNameUsingValidName(String) [6] New n","","Fri Jan 30 15:51:54 UTC 2026","passed","Fri Jan 30 15:51:54 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","1290","userCanTransferMoney(Float, Float, Float, Float) [2] 10000.0, 5000.0, 15000.0, 10000.0","","Fri Jan 30 15:51:38 UTC 2026","passed","Fri Jan 30 15:51:40 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","6770","adminCanCreateUserWithValidCredentials() repetition 7 of 10","","Fri Jan 30 15:53:00 UTC 2026","passed","Fri Jan 30 15:53:07 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","88","adminCanLoginWithValidCredentialsAndGetAuthToken()","","Fri Jan 30 15:51:54 UTC 2026","passed","Fri Jan 30 15:51:54 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","adminCanLoginWithValidCredentialsAndGetAuthToken"
"","508","userCannotDepositMoney(Float, String) [2] 0.0, Deposit amount must be at least 0.01","","Fri Jan 30 15:51:55 UTC 2026","passed","Fri Jan 30 15:51:55 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","448","userCanChangeTheirNameUsingValidName(String) [3] N N","","Fri Jan 30 15:51:52 UTC 2026","passed","Fri Jan 30 15:51:53 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","528","userCannotChangeTheirNameUsingInvalidName(String, String) [1] Newname, Name must contain two words with letters only","","Fri Jan 30 15:51:49 UTC 2026","passed","Fri Jan 30 15:51:50 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","504","userCanDepositMoney(Float) [1] 1.0","","Fri Jan 30 15:51:56 UTC 2026","passed","Fri Jan 30 15:51:56 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","110","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [8] TestUser9, nouppercase1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Fri Jan 30 15:51:36 UTC 2026","passed","Fri Jan 30 15:51:36 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6829","adminCanCreateUserWithValidCredentials() repetition 8 of 10","","Fri Jan 30 15:53:07 UTC 2026","passed","Fri Jan 30 15:53:14 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","107","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [11] TestUser12, With spaces1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Fri Jan 30 15:51:37 UTC 2026","passed","Fri Jan 30 15:51:37 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6724","adminCanCreateUserWithValidCredentials() repetition 2 of 10","","Fri Jan 30 15:52:27 UTC 2026","passed","Fri Jan 30 15:52:34 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
