"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","115","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [7] TestUser8, NoSpecial1, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","89","adminCanLoginWithValidCredentialsAndGetAuthToken()","","Wed Jan 28 01:51:03 UTC 2026","passed","Wed Jan 28 01:51:03 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","adminCanLoginWithValidCredentialsAndGetAuthToken"
"","6931","adminCanCreateUserWithValidCredentials() repetition 6 of 10","","Wed Jan 28 01:52:04 UTC 2026","passed","Wed Jan 28 01:52:11 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","4858","userCanCreateAccount()","","Wed Jan 28 01:51:20 UTC 2026","passed","Wed Jan 28 01:51:25 UTC 2026","","ui.CreateAccountUiTest","ui.CreateAccountUiTest","userCanCreateAccount"
"","2249","userCannotTransferMoney(Float, Float, Float, String) [4] 10001.0, 5000.0, 11000.0, Transfer amount cannot exceed 10000","","Wed Jan 28 01:50:56 UTC 2026","passed","Wed Jan 28 01:50:58 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","428","userCanChangeTheirNameUsingValidName(String) [2] NEW NAME","","Wed Jan 28 01:51:01 UTC 2026","passed","Wed Jan 28 01:51:01 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","6868","userCannotDepositMoney()","","Wed Jan 28 01:51:06 UTC 2026","passed","Wed Jan 28 01:51:13 UTC 2026","","ui.DepositMoneyUiTest","ui.DepositMoneyUiTest","userCannotDepositMoney"
"","261","userCanLoginWithValidCredentialsAndGetAuthToken()","","Wed Jan 28 01:51:03 UTC 2026","passed","Wed Jan 28 01:51:03 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","userCanLoginWithValidCredentialsAndGetAuthToken"
"","4565","userCanChangeTheirNameUsingValidName()","","Wed Jan 28 01:53:06 UTC 2026","passed","Wed Jan 28 01:53:10 UTC 2026","","ui.UpdateCustomerNameUiTest","ui.UpdateCustomerNameUiTest","userCanChangeTheirNameUsingValidName"
"","534","userCannotChangeTheirNameUsingInvalidName(String, String) [2] New name1, Name must contain two words with letters only","","Wed Jan 28 01:50:59 UTC 2026","passed","Wed Jan 28 01:50:59 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","430","userCanChangeTheirNameUsingValidName(String) [6] New n","","Wed Jan 28 01:51:02 UTC 2026","passed","Wed Jan 28 01:51:03 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","112","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [9] TestUser10, NOLOWERCASE1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","1330","userCanTransferMoney(Float, Float, Float, Float) [2] 10000.0, 5000.0, 15000.0, 10000.0","","Wed Jan 28 01:50:47 UTC 2026","passed","Wed Jan 28 01:50:48 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","1214","userCanTransferMoney(Float, Float, Float, Float) [3] 9999.0, 5000.0, 10000.0, 9999.0","","Wed Jan 28 01:50:48 UTC 2026","passed","Wed Jan 28 01:50:49 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","119","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [5] TestUser6, TestUser16, SUPERADMIN, role, Role must be either 'ADMIN' or 'USER'","","Wed Jan 28 01:50:44 UTC 2026","passed","Wed Jan 28 01:50:44 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","4822","userCannotChangeTheirNameUsingInvalidName()","","Wed Jan 28 01:53:01 UTC 2026","passed","Wed Jan 28 01:53:06 UTC 2026","","ui.UpdateCustomerNameUiTest","ui.UpdateCustomerNameUiTest","userCannotChangeTheirNameUsingInvalidName"
"","520","userCannotChangeTheirNameUsingInvalidName(String, String) [4] , Name must contain two words with letters only","","Wed Jan 28 01:51:00 UTC 2026","passed","Wed Jan 28 01:51:00 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","7510","userCannotTransferMoney()","","Wed Jan 28 01:52:53 UTC 2026","passed","Wed Jan 28 01:53:01 UTC 2026","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCannotTransferMoney"
"","530","userCannotChangeTheirNameUsingInvalidName(String, String) [3] New name!, Name must contain two words with letters only","","Wed Jan 28 01:50:59 UTC 2026","passed","Wed Jan 28 01:51:00 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","2175","userCannotTransferMoney(Float, Float, Float, String) [1] 1000.0, 100.0, 200.0, Invalid transfer: insufficient funds or invalid accounts","","Wed Jan 28 01:50:49 UTC 2026","passed","Wed Jan 28 01:50:51 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","6681","userCanDepositMoney()","","Wed Jan 28 01:51:13 UTC 2026","passed","Wed Jan 28 01:51:20 UTC 2026","","ui.DepositMoneyUiTest","ui.DepositMoneyUiTest","userCanDepositMoney"
"","6880","adminCanCreateUserWithValidCredentials() repetition 7 of 10","","Wed Jan 28 01:52:11 UTC 2026","passed","Wed Jan 28 01:52:18 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","6912","adminCanCreateUserWithValidCredentials() repetition 9 of 10","","Wed Jan 28 01:52:25 UTC 2026","passed","Wed Jan 28 01:52:32 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","463","userCanChangeTheirNameUsingValidName(String) [3] N N","","Wed Jan 28 01:51:01 UTC 2026","passed","Wed Jan 28 01:51:01 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","120","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [3] TestUserUserUser, TestUser4!, USER, username, Username must be between 3 and 15 characters","","Wed Jan 28 01:50:44 UTC 2026","passed","Wed Jan 28 01:50:44 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","139","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters","","Wed Jan 28 01:50:44 UTC 2026","passed","Wed Jan 28 01:50:44 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","2159","userCannotTransferMoney(Float, Float, Float, String) [2] -1.0, 1.0, 2.0, Transfer amount must be at least 0.01","","Wed Jan 28 01:50:51 UTC 2026","passed","Wed Jan 28 01:50:54 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","507","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank","","Wed Jan 28 01:50:43 UTC 2026","passed","Wed Jan 28 01:50:44 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6876","adminCanCreateUserWithValidCredentials() repetition 3 of 10","","Wed Jan 28 01:51:43 UTC 2026","passed","Wed Jan 28 01:51:50 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","3672","adminCanLoginWithValidCredentials()","","Wed Jan 28 01:52:39 UTC 2026","passed","Wed Jan 28 01:52:42 UTC 2026","","ui.LoginUserUiTest","ui.LoginUserUiTest","adminCanLoginWithValidCredentials"
"","6991","adminCanCreateUserWithValidCredentials() repetition 10 of 10","","Wed Jan 28 01:52:32 UTC 2026","passed","Wed Jan 28 01:52:39 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","3732","userCanCreateAccount()","","Wed Jan 28 01:50:39 UTC 2026","passed","Wed Jan 28 01:50:43 UTC 2026","","api.CreateAccountApiTest","api.CreateAccountApiTest","userCanCreateAccount"
"","2143","userCannotTransferMoney(Float, Float, Float, String) [3] 0.0, 1.0, 2.0, Transfer amount must be at least 0.01","","Wed Jan 28 01:50:54 UTC 2026","passed","Wed Jan 28 01:50:56 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","516","userCanDepositMoney(Float) [3] 5000.0","","Wed Jan 28 01:51:06 UTC 2026","passed","Wed Jan 28 01:51:06 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","5019","adminCannotCreateUserWithInvalidCredentials()","","Wed Jan 28 01:51:25 UTC 2026","passed","Wed Jan 28 01:51:30 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCannotCreateUserWithInvalidCredentials"
"","6880","adminCanCreateUserWithValidCredentials() repetition 5 of 10","","Wed Jan 28 01:51:57 UTC 2026","passed","Wed Jan 28 01:52:04 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","117","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [4] TestUser5#, TestUser5!, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed Jan 28 01:50:44 UTC 2026","passed","Wed Jan 28 01:50:44 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","7087","adminCanCreateUserWithValidCredentials() repetition 8 of 10","","Wed Jan 28 01:52:18 UTC 2026","passed","Wed Jan 28 01:52:25 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","427","userCanChangeTheirNameUsingValidName(String) [5] N name","","Wed Jan 28 01:51:02 UTC 2026","passed","Wed Jan 28 01:51:02 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","113","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [6] TestUser7, Seven7!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:50:44 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","526","userCannotDepositMoney(Float, String) [2] 0.0, Deposit amount must be at least 0.01","","Wed Jan 28 01:51:04 UTC 2026","passed","Wed Jan 28 01:51:04 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","433","userCanChangeTheirNameUsingValidName(String) [4] n n","","Wed Jan 28 01:51:01 UTC 2026","passed","Wed Jan 28 01:51:02 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","125","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [8] TestUser9, nouppercase1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","549","userCannotChangeTheirNameUsingInvalidName(String, String) [1] Newname, Name must contain two words with letters only","","Wed Jan 28 01:50:58 UTC 2026","passed","Wed Jan 28 01:50:59 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","504","userCanDepositMoney(Float) [2] 4999.0","","Wed Jan 28 01:51:05 UTC 2026","passed","Wed Jan 28 01:51:06 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","113","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [11] TestUser12, With spaces1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","430","userCanChangeTheirNameUsingValidName(String) [1] New Name","","Wed Jan 28 01:51:00 UTC 2026","passed","Wed Jan 28 01:51:01 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","6590","adminCanCreateUserWithValidCredentials() repetition 1 of 10","","Wed Jan 28 01:51:30 UTC 2026","passed","Wed Jan 28 01:51:36 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","122","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [12] TestUser13, , USER, password, Password cannot be blank","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","514","userCannotDepositMoney(Float, String) [3] 5000.01, Deposit amount cannot exceed 5000","","Wed Jan 28 01:51:04 UTC 2026","passed","Wed Jan 28 01:51:05 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","7319","userCanTransferMoney()","","Wed Jan 28 01:52:46 UTC 2026","passed","Wed Jan 28 01:52:53 UTC 2026","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCanTransferMoney"
"","6893","adminCanCreateUserWithValidCredentials() repetition 2 of 10","","Wed Jan 28 01:51:36 UTC 2026","passed","Wed Jan 28 01:51:43 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","516","userCannotDepositMoney(Float, String) [1] -0.01, Deposit amount must be at least 0.01","","Wed Jan 28 01:51:03 UTC 2026","passed","Wed Jan 28 01:51:04 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","1163","userCanTransferMoney(Float, Float, Float, Float) [1] 10.0, 50.0, 50.0, 10.0","","Wed Jan 28 01:50:46 UTC 2026","passed","Wed Jan 28 01:50:47 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","180","adminCanCreateUserWithValidCredentials()","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:46 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCanCreateUserWithValidCredentials"
"","117","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [10] TestUser11, NoNumber!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 01:50:45 UTC 2026","passed","Wed Jan 28 01:50:45 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","515","userCanDepositMoney(Float) [1] 1.0","","Wed Jan 28 01:51:05 UTC 2026","passed","Wed Jan 28 01:51:05 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","326","adminCannotCreateUserWhoIsAlreadyExist()","","Wed Jan 28 01:50:43 UTC 2026","passed","Wed Jan 28 01:50:43 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWhoIsAlreadyExist"
