"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","450","userCanChangeTheirNameUsingValidName(String) [3] N N","","Fri Jan 30 15:43:11 UTC 2026","passed","Fri Jan 30 15:43:12 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","432","userCanChangeTheirNameUsingValidName(String) [2] NEW NAME","","Fri Jan 30 15:43:11 UTC 2026","passed","Fri Jan 30 15:43:11 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","334","adminCannotCreateUserWhoIsAlreadyExist()","","Fri Jan 30 15:42:53 UTC 2026","passed","Fri Jan 30 15:42:54 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWhoIsAlreadyExist"
"","121","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters","","Fri Jan 30 15:42:54 UTC 2026","passed","Fri Jan 30 15:42:54 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","424","userCanChangeTheirNameUsingValidName(String) [6] New n","","Fri Jan 30 15:43:12 UTC 2026","passed","Fri Jan 30 15:43:13 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","1195","userCanTransferMoney(Float, Float, Float, Float) [3] 9999.0, 5000.0, 10000.0, 9999.0","","Fri Jan 30 15:42:58 UTC 2026","passed","Fri Jan 30 15:42:59 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","109","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [12] TestUser13, , USER, password, Password cannot be blank","","Fri Jan 30 15:42:55 UTC 2026","passed","Fri Jan 30 15:42:55 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","521","userCannotChangeTheirNameUsingInvalidName(String, String) [3] New name!, Name must contain two words with letters only","","Fri Jan 30 15:43:09 UTC 2026","passed","Fri Jan 30 15:43:10 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","7340","userCannotTransferMoney()","","Fri Jan 30 15:45:02 UTC 2026","passed","Fri Jan 30 15:45:10 UTC 2026","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCannotTransferMoney"
"","258","userCanLoginWithValidCredentialsAndGetAuthToken()","","Fri Jan 30 15:43:13 UTC 2026","passed","Fri Jan 30 15:43:13 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","userCanLoginWithValidCredentialsAndGetAuthToken"
