"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","531","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank","","Wed Jan 28 02:12:36 UTC 2026","passed","Wed Jan 28 02:12:37 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","504","userCanDepositMoney(Float) [3] 5000.0","","Wed Jan 28 02:12:59 UTC 2026","passed","Wed Jan 28 02:12:59 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","550","userCannotChangeTheirNameUsingInvalidName(String, String) [1] Newname, Name must contain two words with letters only","","Wed Jan 28 02:12:51 UTC 2026","passed","Wed Jan 28 02:12:52 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","3810","userCanLoginWithValidCredentials()","","Wed Jan 28 02:14:35 UTC 2026","passed","Wed Jan 28 02:14:39 UTC 2026","","ui.LoginUserUiTest","ui.LoginUserUiTest","userCanLoginWithValidCredentials"
"","423","userCanChangeTheirNameUsingValidName(String) [6] New n","","Wed Jan 28 02:12:55 UTC 2026","passed","Wed Jan 28 02:12:56 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","1158","userCanTransferMoney(Float, Float, Float, Float) [1] 10.0, 50.0, 50.0, 10.0","","Wed Jan 28 02:12:39 UTC 2026","passed","Wed Jan 28 02:12:40 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","523","userCannotChangeTheirNameUsingInvalidName(String, String) [4] , Name must contain two words with letters only","","Wed Jan 28 02:12:53 UTC 2026","passed","Wed Jan 28 02:12:53 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","133","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters","","Wed Jan 28 02:12:37 UTC 2026","passed","Wed Jan 28 02:12:37 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6960","adminCanCreateUserWithValidCredentials() repetition 8 of 10","","Wed Jan 28 02:14:10 UTC 2026","passed","Wed Jan 28 02:14:17 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","7258","userCanTransferMoney()","","Wed Jan 28 02:14:39 UTC 2026","passed","Wed Jan 28 02:14:46 UTC 2026","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCanTransferMoney"
"","7080","adminCanCreateUserWithValidCredentials() repetition 9 of 10","","Wed Jan 28 02:14:17 UTC 2026","passed","Wed Jan 28 02:14:24 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","430","userCanChangeTheirNameUsingValidName(String) [4] n n","","Wed Jan 28 02:12:54 UTC 2026","passed","Wed Jan 28 02:12:55 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","115","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [12] TestUser13, , USER, password, Password cannot be blank","","Wed Jan 28 02:12:38 UTC 2026","passed","Wed Jan 28 02:12:38 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","453","userCanChangeTheirNameUsingValidName(String) [3] N N","","Wed Jan 28 02:12:54 UTC 2026","passed","Wed Jan 28 02:12:54 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","255","userCanLoginWithValidCredentialsAndGetAuthToken()","","Wed Jan 28 02:12:56 UTC 2026","passed","Wed Jan 28 02:12:56 UTC 2026","","api.LoginUserApiTest","api.LoginUserApiTest","userCanLoginWithValidCredentialsAndGetAuthToken"
"","7479","userCannotTransferMoney()","","Wed Jan 28 02:14:46 UTC 2026","passed","Wed Jan 28 02:14:53 UTC 2026","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCannotTransferMoney"
"","6844","adminCanCreateUserWithValidCredentials() repetition 2 of 10","","Wed Jan 28 02:13:29 UTC 2026","passed","Wed Jan 28 02:13:36 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
"","2188","userCannotTransferMoney(Float, Float, Float, String) [1] 1000.0, 100.0, 200.0, Invalid transfer: insufficient funds or invalid accounts","","Wed Jan 28 02:12:42 UTC 2026","passed","Wed Jan 28 02:12:44 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","424","userCanChangeTheirNameUsingValidName(String) [2] NEW NAME","","Wed Jan 28 02:12:54 UTC 2026","passed","Wed Jan 28 02:12:54 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","193","adminCanCreateUserWithValidCredentials()","","Wed Jan 28 02:12:38 UTC 2026","passed","Wed Jan 28 02:12:39 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCanCreateUserWithValidCredentials"
"","526","userCannotDepositMoney(Float, String) [2] 0.0, Deposit amount must be at least 0.01","","Wed Jan 28 02:12:57 UTC 2026","passed","Wed Jan 28 02:12:57 UTC 2026","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","4760","adminCannotCreateUserWithInvalidCredentials()","","Wed Jan 28 02:13:17 UTC 2026","passed","Wed Jan 28 02:13:22 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCannotCreateUserWithInvalidCredentials"
"","1357","userCanTransferMoney(Float, Float, Float, Float) [2] 10000.0, 5000.0, 15000.0, 10000.0","","Wed Jan 28 02:12:40 UTC 2026","passed","Wed Jan 28 02:12:41 UTC 2026","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","521","userCannotChangeTheirNameUsingInvalidName(String, String) [3] New name!, Name must contain two words with letters only","","Wed Jan 28 02:12:52 UTC 2026","passed","Wed Jan 28 02:12:53 UTC 2026","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","111","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [11] TestUser12, With spaces1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Jan 28 02:12:38 UTC 2026","passed","Wed Jan 28 02:12:38 UTC 2026","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6648","adminCanCreateUserWithValidCredentials() repetition 1 of 10","","Wed Jan 28 02:13:22 UTC 2026","passed","Wed Jan 28 02:13:29 UTC 2026","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials"
