"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2348","userCanDepositMoney(Float) [3] 5000.0","","Wed Dec 03 19:16:52 UTC 2025","passed","Wed Dec 03 19:16:55 UTC 2025","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","1764","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [4] TestUser5#, TestUser5!, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed Dec 03 19:16:44 UTC 2025","passed","Wed Dec 03 19:16:46 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","222","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [8] TestUser9, nouppercase1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Dec 03 19:16:47 UTC 2025","passed","Wed Dec 03 19:16:47 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","227","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank","","Wed Dec 03 19:16:49 UTC 2025","passed","Wed Dec 03 19:16:49 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","2845","adminCanCreateUserWithValidCredentials()","","Wed Dec 03 19:16:42 UTC 2025","passed","Wed Dec 03 19:16:44 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCanCreateUserWithValidCredentials"
"","241","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [11] TestUser12, With spaces1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Dec 03 19:16:48 UTC 2025","passed","Wed Dec 03 19:16:48 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","6301","userCannotTransferMoney(Float, Float, Float, String) [4] 10001.0, 5000.0, 11000.0, Transfer amount cannot exceed 10000","","Wed Dec 03 19:16:42 UTC 2025","passed","Wed Dec 03 19:16:48 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","243","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters","","Wed Dec 03 19:16:49 UTC 2025","passed","Wed Dec 03 19:16:49 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","26600","userCannotTransferMoney()","","Wed Dec 03 19:17:04 UTC 2025","passed","Wed Dec 03 19:17:30 UTC 2025","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCannotTransferMoney"
"","26057","adminCannotCreateUserWithInvalidCredentials()","","Wed Dec 03 19:17:00 UTC 2025","passed","Wed Dec 03 19:17:26 UTC 2025","","ui.CreateUserUiTest","ui.CreateUserUiTest","adminCannotCreateUserWithInvalidCredentials"
"","12637","userCanTransferMoney(Float, Float, Float, Float) [1] 10.0, 50.0, 50.0, 10.0","","Wed Dec 03 19:17:05 UTC 2025","passed","Wed Dec 03 19:17:18 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","1053","userCanChangeTheirNameUsingValidName(String) [1] New Name","","Wed Dec 03 19:16:49 UTC 2025","passed","Wed Dec 03 19:16:50 UTC 2025","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","12508","userCanTransferMoney(Float, Float, Float, Float) [2] 10000.0, 5000.0, 15000.0, 10000.0","","Wed Dec 03 19:17:10 UTC 2025","passed","Wed Dec 03 19:17:22 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","6005","userCanCreateAccount()","","Wed Dec 03 19:16:42 UTC 2025","passed","Wed Dec 03 19:16:48 UTC 2025","","api.CreateAccountApiTest","api.CreateAccountApiTest","userCanCreateAccount"
"","19812","adminCanLoginWithValidCredentials()","","Wed Dec 03 19:17:04 UTC 2025","passed","Wed Dec 03 19:17:24 UTC 2025","","ui.LoginUserUiTest","ui.LoginUserUiTest","adminCanLoginWithValidCredentials"
"","16623","userCanLoginWithValidCredentials()","","Wed Dec 03 19:17:00 UTC 2025","passed","Wed Dec 03 19:17:16 UTC 2025","","ui.LoginUserUiTest","ui.LoginUserUiTest","userCanLoginWithValidCredentials"
"","8275","userCannotTransferMoney(Float, Float, Float, String) [2] -1.0, 1.0, 2.0, Transfer amount must be at least 0.01","","Wed Dec 03 19:16:53 UTC 2025","passed","Wed Dec 03 19:17:01 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","965","userCanChangeTheirNameUsingValidName(String) [5] N name","","Wed Dec 03 19:16:47 UTC 2025","passed","Wed Dec 03 19:16:48 UTC 2025","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","4738","userCannotChangeTheirNameUsingInvalidName(String, String) [1] Newname, Name must contain two words with letters only","","Wed Dec 03 19:16:59 UTC 2025","passed","Wed Dec 03 19:17:03 UTC 2025","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName"
"","230","adminCanLoginWithValidCredentialsAndGetAuthToken()","","Wed Dec 03 19:16:48 UTC 2025","passed","Wed Dec 03 19:16:48 UTC 2025","","api.LoginUserApiTest","api.LoginUserApiTest","adminCanLoginWithValidCredentialsAndGetAuthToken"
"","12455","userCannotTransferMoney(Float, Float, Float, String) [3] 0.0, 1.0, 2.0, Transfer amount must be at least 0.01","","Wed Dec 03 19:17:01 UTC 2025","passed","Wed Dec 03 19:17:13 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
