"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13505","userCanDepositMoney()","","Mon Nov 10 19:54:32 UTC 2025","passed","Mon Nov 10 19:54:45 UTC 2025","","ui.DepositMoneyUiTest","ui.DepositMoneyUiTest","userCanDepositMoney"
"","2542","userCanDepositMoney(Float) [2] 4999.0","","Mon Nov 10 19:54:32 UTC 2025","passed","Mon Nov 10 19:54:35 UTC 2025","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","906","userCanChangeTheirNameUsingValidName(String) [5] N name","","Mon Nov 10 19:54:29 UTC 2025","passed","Mon Nov 10 19:54:30 UTC 2025","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","2574","userCannotDepositMoney(Float, String) [3] 5000.01, Deposit amount cannot exceed 5000","","Mon Nov 10 19:54:37 UTC 2025","passed","Mon Nov 10 19:54:39 UTC 2025","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","298","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [7] TestUser8, NoSpecial1, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Mon Nov 10 19:54:29 UTC 2025","passed","Mon Nov 10 19:54:29 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","205","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [10] TestUser11, NoNumber!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Mon Nov 10 19:54:30 UTC 2025","passed","Mon Nov 10 19:54:30 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","256","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank","","Mon Nov 10 19:54:31 UTC 2025","passed","Mon Nov 10 19:54:31 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","4081","userCanChangeTheirNameUsingValidName(String) [4] n n","","Mon Nov 10 19:54:25 UTC 2025","passed","Mon Nov 10 19:54:29 UTC 2025","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","257","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [6] TestUser7, Seven7!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Mon Nov 10 19:54:29 UTC 2025","passed","Mon Nov 10 19:54:29 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","1693","userCanChangeTheirNameUsingValidName(String) [2] NEW NAME","","Mon Nov 10 19:54:32 UTC 2025","passed","Mon Nov 10 19:54:34 UTC 2025","","api.UpdateCustomerNameApiTest","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName"
"","5006","userCannotTransferMoney(Float, Float, Float, String) [1] 1000.0, 100.0, 200.0, Invalid transfer: insufficient funds or invalid accounts","","Mon Nov 10 19:54:31 UTC 2025","passed","Mon Nov 10 19:54:36 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","11893","userCannotTransferMoney(Float, Float, Float, String) [3] 0.0, 1.0, 2.0, Transfer amount must be at least 0.01","","Mon Nov 10 19:54:43 UTC 2025","passed","Mon Nov 10 19:54:55 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","18284","adminCanLoginWithValidCredentials()","","Mon Nov 10 19:54:44 UTC 2025","passed","Mon Nov 10 19:55:02 UTC 2025","","ui.LoginUserUiTest","ui.LoginUserUiTest","adminCanLoginWithValidCredentials"
"","24926","userCannotTransferMoney()","","Mon Nov 10 19:54:44 UTC 2025","passed","Mon Nov 10 19:55:09 UTC 2025","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCannotTransferMoney"
