"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 22:59:43 GMT 2025","Mon Oct 13 22:59:47 GMT 2025","4213","","api.TransferMoneyApiTest","","api.TransferMoneyApiTest","userCannotTransferMoney","userCannotTransferMoney(Float, Float, Float, String) [1] 1000.0, 100.0, 200.0, Invalid transfer: insufficient funds or invalid accounts",""
"passed","Mon Oct 13 22:59:45 GMT 2025","Mon Oct 13 22:59:45 GMT 2025","634","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWhoIsAlreadyExist","adminCannotCreateUserWhoIsAlreadyExist()",""
"passed","Mon Oct 13 22:59:57 GMT 2025","Mon Oct 13 23:00:08 GMT 2025","11194","","ui.LoginUserUiTest","","ui.LoginUserUiTest","adminCanLoginWithValidCredentials","adminCanLoginWithValidCredentials()",""
"passed","Mon Oct 13 22:59:44 GMT 2025","Mon Oct 13 22:59:46 GMT 2025","1348","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName","userCanChangeTheirNameUsingValidName(String) [1] New Name",""
"passed","Mon Oct 13 22:59:51 GMT 2025","Mon Oct 13 23:00:07 GMT 2025","16358","","ui.UpdateCustomerNameUiTest","","ui.UpdateCustomerNameUiTest","userCannotChangeTheirNameUsingInvalidName","userCannotChangeTheirNameUsingInvalidName()",""
"passed","Mon Oct 13 22:59:54 GMT 2025","Mon Oct 13 22:59:58 GMT 2025","3749","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName","userCannotChangeTheirNameUsingInvalidName(String, String) [2] New name1, Name must contain two words with letters only",""
"passed","Mon Oct 13 22:59:46 GMT 2025","Mon Oct 13 22:59:48 GMT 2025","1290","","api.DepositMoneyApiTest","","api.DepositMoneyApiTest","userCanDepositMoney","userCanDepositMoney(Float) [3] 5000.0",""
"passed","Mon Oct 13 22:59:45 GMT 2025","Mon Oct 13 22:59:46 GMT 2025","1019","","api.DepositMoneyApiTest","","api.DepositMoneyApiTest","userCanDepositMoney","userCanDepositMoney(Float) [2] 4999.0",""
"passed","Mon Oct 13 22:59:44 GMT 2025","Mon Oct 13 22:59:44 GMT 2025","278","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 13 22:59:56 GMT 2025","Mon Oct 13 23:00:15 GMT 2025","19532","","ui.CreateUserUiTest","","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials","adminCanCreateUserWithValidCredentials()",""
"passed","Mon Oct 13 22:59:49 GMT 2025","Mon Oct 13 22:59:53 GMT 2025","4205","","api.DepositMoneyApiTest","","api.DepositMoneyApiTest","userCannotDepositMoney","userCannotDepositMoney(Float, String) [1] -0.01, Deposit amount must be at least 0.01",""
