"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25713","userCannotTransferMoney()","","Wed Dec 03 18:49:06 UTC 2025","passed","Wed Dec 03 18:49:32 UTC 2025","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCannotTransferMoney"
"","309","adminCanLoginWithValidCredentialsAndGetAuthToken()","","Wed Dec 03 18:48:50 UTC 2025","passed","Wed Dec 03 18:48:50 UTC 2025","","api.LoginUserApiTest","api.LoginUserApiTest","adminCanLoginWithValidCredentialsAndGetAuthToken"
"","11192","userCanTransferMoney(Float, Float, Float, Float) [1] 10.0, 50.0, 50.0, 10.0","","Wed Dec 03 18:49:09 UTC 2025","passed","Wed Dec 03 18:49:20 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","4898","userCannotTransferMoney(Float, Float, Float, String) [1] 1000.0, 100.0, 200.0, Invalid transfer: insufficient funds or invalid accounts","","Wed Dec 03 18:48:50 UTC 2025","passed","Wed Dec 03 18:48:55 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","12565","adminCanLoginWithValidCredentials()","","Wed Dec 03 18:49:09 UTC 2025","passed","Wed Dec 03 18:49:21 UTC 2025","","ui.LoginUserUiTest","ui.LoginUserUiTest","adminCanLoginWithValidCredentials"
"","5729","userCanCreateAccount()","","Wed Dec 03 18:48:44 UTC 2025","passed","Wed Dec 03 18:48:50 UTC 2025","","api.CreateAccountApiTest","api.CreateAccountApiTest","userCanCreateAccount"
"","289","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [6] TestUser7, Seven7!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Dec 03 18:48:49 UTC 2025","passed","Wed Dec 03 18:48:49 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","573","adminCannotCreateUserWhoIsAlreadyExist()","","Wed Dec 03 18:48:51 UTC 2025","passed","Wed Dec 03 18:48:52 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWhoIsAlreadyExist"
"","16086","userCanDepositMoney()","","Wed Dec 03 18:48:52 UTC 2025","passed","Wed Dec 03 18:49:08 UTC 2025","","ui.DepositMoneyUiTest","ui.DepositMoneyUiTest","userCanDepositMoney"
"","1222","userCanDepositMoney(Float) [1] 1.0","","Wed Dec 03 18:48:51 UTC 2025","passed","Wed Dec 03 18:48:52 UTC 2025","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCanDepositMoney"
"","247","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank","","Wed Dec 03 18:48:51 UTC 2025","passed","Wed Dec 03 18:48:51 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","240","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters","","Wed Dec 03 18:48:51 UTC 2025","passed","Wed Dec 03 18:48:51 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","24074","userCanTransferMoney()","","Wed Dec 03 18:49:09 UTC 2025","passed","Wed Dec 03 18:49:33 UTC 2025","","ui.TransferMoneyUiTest","ui.TransferMoneyUiTest","userCanTransferMoney"
"","258","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [8] TestUser9, nouppercase1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Dec 03 18:48:49 UTC 2025","passed","Wed Dec 03 18:48:50 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","217","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [3] TestUserUserUser, TestUser4!, USER, username, Username must be between 3 and 15 characters","","Wed Dec 03 18:48:51 UTC 2025","passed","Wed Dec 03 18:48:51 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","14539","userCanCreateAccount()","","Wed Dec 03 18:48:58 UTC 2025","passed","Wed Dec 03 18:49:13 UTC 2025","","ui.CreateAccountUiTest","ui.CreateAccountUiTest","userCanCreateAccount"
"","209","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [10] TestUser11, NoNumber!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Dec 03 18:48:50 UTC 2025","passed","Wed Dec 03 18:48:50 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","7777","userCannotTransferMoney(Float, Float, Float, String) [2] -1.0, 1.0, 2.0, Transfer amount must be at least 0.01","","Wed Dec 03 18:48:55 UTC 2025","passed","Wed Dec 03 18:49:03 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCannotTransferMoney"
"","2504","userCannotDepositMoney(Float, String) [2] 0.0, Deposit amount must be at least 0.01","","Wed Dec 03 18:48:54 UTC 2025","passed","Wed Dec 03 18:48:56 UTC 2025","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","1712","userCannotDepositMoney(Float, String) [3] 5000.01, Deposit amount cannot exceed 5000","","Wed Dec 03 18:48:56 UTC 2025","passed","Wed Dec 03 18:48:58 UTC 2025","","api.DepositMoneyApiTest","api.DepositMoneyApiTest","userCannotDepositMoney"
"","12606","userCanTransferMoney(Float, Float, Float, Float) [2] 10000.0, 5000.0, 15000.0, 10000.0","","Wed Dec 03 18:49:12 UTC 2025","passed","Wed Dec 03 18:49:25 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","206","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [9] TestUser10, NOLOWERCASE1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long","","Wed Dec 03 18:48:50 UTC 2025","passed","Wed Dec 03 18:48:50 UTC 2025","","api.CreateUserApiTest","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials"
"","12361","userCanTransferMoney(Float, Float, Float, Float) [3] 9999.0, 5000.0, 10000.0, 9999.0","","Wed Dec 03 18:49:13 UTC 2025","passed","Wed Dec 03 18:49:25 UTC 2025","","api.TransferMoneyApiTest","api.TransferMoneyApiTest","userCanTransferMoney"
"","16358","userCannotDepositMoney()","","Wed Dec 03 18:48:52 UTC 2025","passed","Wed Dec 03 18:49:09 UTC 2025","","ui.DepositMoneyUiTest","ui.DepositMoneyUiTest","userCannotDepositMoney"
