"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 01:00:53 GMT 2025","Mon Oct 20 01:01:13 GMT 2025","19140","","ui.TransferMoneyUiTest","","ui.TransferMoneyUiTest","userCanTransferMoney","userCanTransferMoney()",""
"passed","Mon Oct 20 01:00:58 GMT 2025","Mon Oct 20 01:01:17 GMT 2025","19091","","ui.UpdateCustomerNameUiTest","","ui.UpdateCustomerNameUiTest","userCannotChangeTheirNameUsingInvalidName","userCannotChangeTheirNameUsingInvalidName()",""
"passed","Mon Oct 20 01:00:38 GMT 2025","Mon Oct 20 01:00:38 GMT 2025","258","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [11] TestUser12, With spaces1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 20 01:00:40 GMT 2025","Mon Oct 20 01:00:42 GMT 2025","2680","","api.CreateAccountApiTest","","api.CreateAccountApiTest","userCanCreateAccount","userCanCreateAccount()",""
"passed","Mon Oct 20 01:00:39 GMT 2025","Mon Oct 20 01:00:40 GMT 2025","993","","api.LoginUserApiTest","","api.LoginUserApiTest","userCanLoginWithValidCredentialsAndGetAuthToken","userCanLoginWithValidCredentialsAndGetAuthToken()",""
"passed","Mon Oct 20 01:00:37 GMT 2025","Mon Oct 20 01:00:38 GMT 2025","296","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [9] TestUser10, NOLOWERCASE1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 20 01:00:35 GMT 2025","Mon Oct 20 01:00:37 GMT 2025","1884","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [5] TestUser6, TestUser16, SUPERADMIN, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Mon Oct 20 01:00:32 GMT 2025","Mon Oct 20 01:00:35 GMT 2025","3475","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCanCreateUserWithValidCredentials","adminCanCreateUserWithValidCredentials()",""
"passed","Mon Oct 20 01:00:51 GMT 2025","Mon Oct 20 01:00:54 GMT 2025","2094","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName","userCannotChangeTheirNameUsingInvalidName(String, String) [2] New name1, Name must contain two words with letters only",""
"passed","Mon Oct 20 01:00:38 GMT 2025","Mon Oct 20 01:00:43 GMT 2025","4698","","api.TransferMoneyApiTest","","api.TransferMoneyApiTest","userCanTransferMoney","userCanTransferMoney(Float, Float, Float, Float) [1] 10.0, 50.0, 50.0, 10.0",""
"passed","Mon Oct 20 01:00:56 GMT 2025","Mon Oct 20 01:01:06 GMT 2025","10070","","ui.LoginUserUiTest","","ui.LoginUserUiTest","userCanLoginWithValidCredentials","userCanLoginWithValidCredentials()",""
"passed","Mon Oct 20 01:00:37 GMT 2025","Mon Oct 20 01:00:37 GMT 2025","358","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [2] Te, TestUser3!, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 20 01:00:48 GMT 2025","Mon Oct 20 01:00:53 GMT 2025","5388","","api.TransferMoneyApiTest","","api.TransferMoneyApiTest","userCanTransferMoney","userCanTransferMoney(Float, Float, Float, Float) [3] 9999.0, 5000.0, 10000.0, 9999.0",""
"passed","Mon Oct 20 01:00:35 GMT 2025","Mon Oct 20 01:00:37 GMT 2025","1794","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [1] , TestUser2!, USER, username, Username cannot be blank",""
"passed","Mon Oct 20 01:00:45 GMT 2025","Mon Oct 20 01:00:51 GMT 2025","5935","","api.TransferMoneyApiTest","","api.TransferMoneyApiTest","userCannotTransferMoney","userCannotTransferMoney(Float, Float, Float, String) [2] -1.0, 1.0, 2.0, Transfer amount must be at least 0.01",""
"passed","Mon Oct 20 01:00:54 GMT 2025","Mon Oct 20 01:00:56 GMT 2025","2704","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName","userCannotChangeTheirNameUsingInvalidName(String, String) [1] Newname, Name must contain two words with letters only",""
"passed","Mon Oct 20 01:00:39 GMT 2025","Mon Oct 20 01:00:41 GMT 2025","2306","","api.DepositMoneyApiTest","","api.DepositMoneyApiTest","userCanDepositMoney","userCanDepositMoney(Float) [2] 4999.0",""
"passed","Mon Oct 20 01:00:42 GMT 2025","Mon Oct 20 01:00:43 GMT 2025","1572","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName","userCanChangeTheirNameUsingValidName(String) [1] New Name",""
"passed","Mon Oct 20 01:00:59 GMT 2025","Mon Oct 20 01:01:11 GMT 2025","11984","","ui.LoginUserUiTest","","ui.LoginUserUiTest","adminCanLoginWithValidCredentials","adminCanLoginWithValidCredentials()",""
"passed","Mon Oct 20 01:00:47 GMT 2025","Mon Oct 20 01:00:49 GMT 2025","2455","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCannotChangeTheirNameUsingInvalidName","userCannotChangeTheirNameUsingInvalidName(String, String) [4] , Name must contain two words with letters only",""
"passed","Mon Oct 20 01:00:38 GMT 2025","Mon Oct 20 01:00:38 GMT 2025","246","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [10] TestUser11, NoNumber!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 20 01:00:32 GMT 2025","Mon Oct 20 01:00:39 GMT 2025","7800","","api.TransferMoneyApiTest","","api.TransferMoneyApiTest","userCannotTransferMoney","userCannotTransferMoney(Float, Float, Float, String) [4] 10001.0, 5000.0, 11000.0, Transfer amount cannot exceed 10000",""
"passed","Mon Oct 20 01:00:38 GMT 2025","Mon Oct 20 01:00:39 GMT 2025","1274","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName","userCanChangeTheirNameUsingValidName(String) [5] N name",""
"passed","Mon Oct 20 01:00:39 GMT 2025","Mon Oct 20 01:00:42 GMT 2025","2464","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName","userCanChangeTheirNameUsingValidName(String) [6] New n",""
"passed","Mon Oct 20 01:00:37 GMT 2025","Mon Oct 20 01:00:38 GMT 2025","269","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [3] TestUserUserUser, TestUser4!, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 20 01:00:38 GMT 2025","Mon Oct 20 01:00:39 GMT 2025","351","","api.LoginUserApiTest","","api.LoginUserApiTest","adminCanLoginWithValidCredentialsAndGetAuthToken","adminCanLoginWithValidCredentialsAndGetAuthToken()",""
"passed","Mon Oct 20 01:00:38 GMT 2025","Mon Oct 20 01:00:38 GMT 2025","153","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [12] TestUser13, , USER, password, Password cannot be blank",""
"passed","Mon Oct 20 01:00:49 GMT 2025","Mon Oct 20 01:01:03 GMT 2025","14158","","ui.DepositMoneyUiTest","","ui.DepositMoneyUiTest","userCanDepositMoney","userCanDepositMoney()",""
"passed","Mon Oct 20 01:00:56 GMT 2025","Mon Oct 20 01:01:14 GMT 2025","17700","","ui.UpdateCustomerNameUiTest","","ui.UpdateCustomerNameUiTest","userCanChangeTheirNameUsingValidName","userCanChangeTheirNameUsingValidName()",""
"passed","Mon Oct 20 01:00:37 GMT 2025","Mon Oct 20 01:00:37 GMT 2025","257","","api.CreateUserApiTest","","api.CreateUserApiTest","adminCannotCreateUserWithInvalidCredentials","adminCannotCreateUserWithInvalidCredentials(String, String, String, String, String) [8] TestUser9, nouppercase1!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 20 01:00:32 GMT 2025","Mon Oct 20 01:00:38 GMT 2025","5911","","api.UpdateCustomerNameApiTest","","api.UpdateCustomerNameApiTest","userCanChangeTheirNameUsingValidName","userCanChangeTheirNameUsingValidName(String) [4] n n",""
"passed","Mon Oct 20 01:00:41 GMT 2025","Mon Oct 20 01:00:43 GMT 2025","1886","","api.DepositMoneyApiTest","","api.DepositMoneyApiTest","userCanDepositMoney","userCanDepositMoney(Float) [3] 5000.0",""
"passed","Mon Oct 20 01:00:32 GMT 2025","Mon Oct 20 01:00:40 GMT 2025","8164","","ui.CreateUserUiTest","","ui.CreateUserUiTest","adminCanCreateUserWithValidCredentials","adminCanCreateUserWithValidCredentials()",""
